"Year","GEOID","Residence","Bedrooms","value","moe"
2000,53033022400,"Duplex","1",1,0
2000,53033025300,"Duplex","1",4,0
2000,53033025600,"Duplex","1",2,0
2000,53033027100,"Duplex","1",1,0
2000,53033027400,"Duplex","1",1,0
2000,53033027500,"Duplex","1",1,0
2000,53033028000,"Duplex","1",1,0
2000,53033028402,"Duplex","1",1,0
2000,53033028600,"Duplex","1",1,0
2000,53033028802,"Duplex","1",2,0
2000,53033030501,"Duplex","1",1,0
2000,53033030600,"Duplex","1",1,0
2000,53033031204,"Duplex","1",1,0
2000,53033031400,"Duplex","1",1,0
2000,53033032210,"Duplex","1",1,0
2000,53033032320,"Duplex","1",1,0
2000,53033032704,"Duplex","1",2,0
2000,53033000100,"Duplex","2",1,0
2000,53033000200,"Duplex","2",1,0
2000,53033000402,"Duplex","2",4,0
2000,53033000600,"Duplex","2",1,0
2000,53033000700,"Duplex","2",1,0
2000,53033000900,"Duplex","2",4,0
2000,53033001100,"Duplex","2",2,0
2000,53033001200,"Duplex","2",3,0
2000,53033001300,"Duplex","2",8,0
2000,53033001400,"Duplex","2",1,0
2000,53033001500,"Duplex","2",2,0
2000,53033001600,"Duplex","2",1,0
2000,53033001700,"Duplex","2",11,0
2000,53033001800,"Duplex","2",16,0
2000,53033001900,"Duplex","2",4,0
2000,53033002000,"Duplex","2",3,0
2000,53033002100,"Duplex","2",2,0
2000,53033002200,"Duplex","2",2,0
2000,53033002500,"Duplex","2",3,0
2000,53033002600,"Duplex","2",8,0
2000,53033002700,"Duplex","2",5,0
2000,53033002800,"Duplex","2",10,0
2000,53033002900,"Duplex","2",6,0
2000,53033003000,"Duplex","2",7,0
2000,53033003100,"Duplex","2",6,0
2000,53033003200,"Duplex","2",26,0
2000,53033003300,"Duplex","2",40,0
2000,53033003400,"Duplex","2",28,0
2000,53033003500,"Duplex","2",8,0
2000,53033003600,"Duplex","2",6,0
2000,53033003800,"Duplex","2",2,0
2000,53033004100,"Duplex","2",4,0
2000,53033004200,"Duplex","2",7,0
2000,53033004300,"Duplex","2",5,0
2000,53033004400,"Duplex","2",8,0
2000,53033004500,"Duplex","2",3,0
2000,53033004600,"Duplex","2",5,0
2000,53033004700,"Duplex","2",41,0
2000,53033004800,"Duplex","2",22,0
2000,53033004900,"Duplex","2",37,0
2000,53033005000,"Duplex","2",14,0
2000,53033005100,"Duplex","2",14,0
2000,53033005200,"Duplex","2",19,0
2000,53033005301,"Duplex","2",1,0
2000,53033005400,"Duplex","2",33,0
2000,53033005600,"Duplex","2",2,0
2000,53033005700,"Duplex","2",3,0
2000,53033005801,"Duplex","2",2,0
2000,53033005802,"Duplex","2",10,0
2000,53033005900,"Duplex","2",19,0
2000,53033006000,"Duplex","2",8,0
2000,53033006100,"Duplex","2",14,0
2000,53033006200,"Duplex","2",1,0
2000,53033006300,"Duplex","2",2,0
2000,53033006400,"Duplex","2",2,0
2000,53033006500,"Duplex","2",2,0
2000,53033006600,"Duplex","2",5,0
2000,53033006700,"Duplex","2",18,0
2000,53033006800,"Duplex","2",5,0
2000,53033006900,"Duplex","2",30,0
2000,53033007000,"Duplex","2",4,0
2000,53033007400,"Duplex","2",6,0
2000,53033007500,"Duplex","2",12,0
2000,53033007600,"Duplex","2",12,0
2000,53033007700,"Duplex","2",43,0
2000,53033007800,"Duplex","2",15,0
2000,53033007900,"Duplex","2",34,0
2000,53033008600,"Duplex","2",22,0
2000,53033008700,"Duplex","2",27,0
2000,53033008800,"Duplex","2",26,0
2000,53033008900,"Duplex","2",12,0
2000,53033009000,"Duplex","2",2,0
2000,53033009300,"Duplex","2",3,0
2000,53033009400,"Duplex","2",10,0
2000,53033009500,"Duplex","2",9,0
2000,53033009600,"Duplex","2",18,0
2000,53033009701,"Duplex","2",36,0
2000,53033009702,"Duplex","2",6,0
2000,53033009800,"Duplex","2",5,0
2000,53033009900,"Duplex","2",8,0
2000,53033010000,"Duplex","2",26,0
2000,53033010100,"Duplex","2",9,0
2000,53033010200,"Duplex","2",1,0
2000,53033010300,"Duplex","2",6,0
2000,53033010400,"Duplex","2",2,0
2000,53033010500,"Duplex","2",4,0
2000,53033010600,"Duplex","2",14,0
2000,53033010800,"Duplex","2",1,0
2000,53033010900,"Duplex","2",6,0
2000,53033011101,"Duplex","2",1,0
2000,53033011102,"Duplex","2",6,0
2000,53033011200,"Duplex","2",6,0
2000,53033011300,"Duplex","2",2,0
2000,53033011400,"Duplex","2",1,0
2000,53033011500,"Duplex","2",1,0
2000,53033011600,"Duplex","2",5,0
2000,53033011700,"Duplex","2",2,0
2000,53033011800,"Duplex","2",3,0
2000,53033011900,"Duplex","2",4,0
2000,53033012000,"Duplex","2",1,0
2000,53033012100,"Duplex","2",1,0
2000,53033020401,"Duplex","2",3,0
2000,53033020402,"Duplex","2",1,0
2000,53033020500,"Duplex","2",1,0
2000,53033020600,"Duplex","2",1,0
2000,53033020700,"Duplex","2",2,0
2000,53033020800,"Duplex","2",1,0
2000,53033020900,"Duplex","2",5,0
2000,53033021000,"Duplex","2",2,0
2000,53033021300,"Duplex","2",5,0
2000,53033021400,"Duplex","2",2,0
2000,53033021500,"Duplex","2",1,0
2000,53033021700,"Duplex","2",3,0
2000,53033021803,"Duplex","2",3,0
2000,53033022203,"Duplex","2",2,0
2000,53033022400,"Duplex","2",3,0
2000,53033022500,"Duplex","2",5,0
2000,53033022701,"Duplex","2",5,0
2000,53033023900,"Duplex","2",1,0
2000,53033025101,"Duplex","2",2,0
2000,53033025200,"Duplex","2",7,0
2000,53033025300,"Duplex","2",24,0
2000,53033025400,"Duplex","2",23,0
2000,53033025600,"Duplex","2",2,0
2000,53033026001,"Duplex","2",2,0
2000,53033026002,"Duplex","2",6,0
2000,53033026100,"Duplex","2",3,0
2000,53033026400,"Duplex","2",7,0
2000,53033026500,"Duplex","2",1,0
2000,53033026600,"Duplex","2",1,0
2000,53033026801,"Duplex","2",1,0
2000,53033026802,"Duplex","2",3,0
2000,53033026900,"Duplex","2",1,0
2000,53033027200,"Duplex","2",1,0
2000,53033027300,"Duplex","2",6,0
2000,53033027400,"Duplex","2",3,0
2000,53033027500,"Duplex","2",5,0
2000,53033027701,"Duplex","2",1,0
2000,53033027702,"Duplex","2",3,0
2000,53033027800,"Duplex","2",2,0
2000,53033027900,"Duplex","2",2,0
2000,53033028000,"Duplex","2",1,0
2000,53033028100,"Duplex","2",1,0
2000,53033028200,"Duplex","2",1,0
2000,53033028500,"Duplex","2",4,0
2000,53033028600,"Duplex","2",2,0
2000,53033028802,"Duplex","2",1,0
2000,53033028901,"Duplex","2",4,0
2000,53033028902,"Duplex","2",5,0
2000,53033029203,"Duplex","2",9,0
2000,53033029204,"Duplex","2",2,0
2000,53033029504,"Duplex","2",2,0
2000,53033029700,"Duplex","2",2,0
2000,53033030002,"Duplex","2",1,0
2000,53033030003,"Duplex","2",2,0
2000,53033030100,"Duplex","2",1,0
2000,53033030501,"Duplex","2",1,0
2000,53033030504,"Duplex","2",1,0
2000,53033030600,"Duplex","2",5,0
2000,53033030700,"Duplex","2",5,0
2000,53033030902,"Duplex","2",4,0
2000,53033031302,"Duplex","2",1,0
2000,53033031400,"Duplex","2",7,0
2000,53033031502,"Duplex","2",1,0
2000,53033031603,"Duplex","2",3,0
2000,53033031703,"Duplex","2",3,0
2000,53033032002,"Duplex","2",1,0
2000,53033032103,"Duplex","2",8,0
2000,53033032104,"Duplex","2",1,0
2000,53033032210,"Duplex","2",1,0
2000,53033032401,"Duplex","2",4,0
2000,53033032602,"Duplex","2",1,0
2000,53033032703,"Duplex","2",2,0
2000,53033032704,"Duplex","2",7,0
2000,53033000100,"Duplex","3",7,0
2000,53033000200,"Duplex","3",4,0
2000,53033000300,"Duplex","3",2,0
2000,53033000401,"Duplex","3",1,0
2000,53033000402,"Duplex","3",1,0
2000,53033000600,"Duplex","3",2,0
2000,53033000700,"Duplex","3",5,0
2000,53033000800,"Duplex","3",2,0
2000,53033000900,"Duplex","3",5,0
2000,53033001100,"Duplex","3",4,0
2000,53033001200,"Duplex","3",2,0
2000,53033001300,"Duplex","3",10,0
2000,53033001400,"Duplex","3",5,0
2000,53033001500,"Duplex","3",16,0
2000,53033001600,"Duplex","3",5,0
2000,53033001700,"Duplex","3",21,0
2000,53033001800,"Duplex","3",23,0
2000,53033002000,"Duplex","3",6,0
2000,53033002100,"Duplex","3",4,0
2000,53033002200,"Duplex","3",4,0
2000,53033002500,"Duplex","3",1,0
2000,53033002600,"Duplex","3",8,0
2000,53033002700,"Duplex","3",10,0
2000,53033002800,"Duplex","3",24,0
2000,53033002900,"Duplex","3",11,0
2000,53033003000,"Duplex","3",4,0
2000,53033003100,"Duplex","3",14,0
2000,53033003200,"Duplex","3",26,0
2000,53033003300,"Duplex","3",33,0
2000,53033003400,"Duplex","3",17,0
2000,53033003500,"Duplex","3",16,0
2000,53033003600,"Duplex","3",22,0
2000,53033003800,"Duplex","3",1,0
2000,53033004100,"Duplex","3",4,0
2000,53033004200,"Duplex","3",14,0
2000,53033004300,"Duplex","3",7,0
2000,53033004400,"Duplex","3",22,0
2000,53033004500,"Duplex","3",9,0
2000,53033004600,"Duplex","3",25,0
2000,53033004700,"Duplex","3",17,0
2000,53033004800,"Duplex","3",44,0
2000,53033004900,"Duplex","3",43,0
2000,53033005000,"Duplex","3",26,0
2000,53033005100,"Duplex","3",22,0
2000,53033005200,"Duplex","3",21,0
2000,53033005301,"Duplex","3",3,0
2000,53033005400,"Duplex","3",35,0
2000,53033005600,"Duplex","3",4,0
2000,53033005700,"Duplex","3",6,0
2000,53033005801,"Duplex","3",6,0
2000,53033005802,"Duplex","3",24,0
2000,53033005900,"Duplex","3",21,0
2000,53033006000,"Duplex","3",24,0
2000,53033006100,"Duplex","3",19,0
2000,53033006200,"Duplex","3",8,0
2000,53033006300,"Duplex","3",5,0
2000,53033006400,"Duplex","3",10,0
2000,53033006500,"Duplex","3",15,0
2000,53033006600,"Duplex","3",7,0
2000,53033006700,"Duplex","3",24,0
2000,53033006800,"Duplex","3",10,0
2000,53033006900,"Duplex","3",33,0
2000,53033007000,"Duplex","3",14,0
2000,53033007400,"Duplex","3",3,0
2000,53033007500,"Duplex","3",17,0
2000,53033007600,"Duplex","3",17,0
2000,53033007700,"Duplex","3",24,0
2000,53033007800,"Duplex","3",12,0
2000,53033007900,"Duplex","3",22,0
2000,53033008600,"Duplex","3",17,0
2000,53033008700,"Duplex","3",30,0
2000,53033008800,"Duplex","3",18,0
2000,53033008900,"Duplex","3",17,0
2000,53033009000,"Duplex","3",5,0
2000,53033009300,"Duplex","3",4,0
2000,53033009400,"Duplex","3",17,0
2000,53033009500,"Duplex","3",8,0
2000,53033009600,"Duplex","3",27,0
2000,53033009701,"Duplex","3",21,0
2000,53033009702,"Duplex","3",2,0
2000,53033009800,"Duplex","3",5,0
2000,53033009900,"Duplex","3",12,0
2000,53033010000,"Duplex","3",11,0
2000,53033010100,"Duplex","3",8,0
2000,53033010200,"Duplex","3",3,0
2000,53033010300,"Duplex","3",12,0
2000,53033010400,"Duplex","3",4,0
2000,53033010500,"Duplex","3",22,0
2000,53033010600,"Duplex","3",18,0
2000,53033010700,"Duplex","3",2,0
2000,53033010800,"Duplex","3",1,0
2000,53033010900,"Duplex","3",6,0
2000,53033011000,"Duplex","3",1,0
2000,53033011101,"Duplex","3",3,0
2000,53033011102,"Duplex","3",4,0
2000,53033011200,"Duplex","3",11,0
2000,53033011300,"Duplex","3",7,0
2000,53033011400,"Duplex","3",5,0
2000,53033011500,"Duplex","3",2,0
2000,53033011600,"Duplex","3",13,0
2000,53033011700,"Duplex","3",2,0
2000,53033011900,"Duplex","3",11,0
2000,53033020200,"Duplex","3",1,0
2000,53033020300,"Duplex","3",1,0
2000,53033020401,"Duplex","3",1,0
2000,53033020500,"Duplex","3",1,0
2000,53033020800,"Duplex","3",1,0
2000,53033020900,"Duplex","3",3,0
2000,53033021300,"Duplex","3",2,0
2000,53033021500,"Duplex","3",1,0
2000,53033021600,"Duplex","3",2,0
2000,53033021803,"Duplex","3",2,0
2000,53033021804,"Duplex","3",1,0
2000,53033022102,"Duplex","3",1,0
2000,53033022203,"Duplex","3",2,0
2000,53033022400,"Duplex","3",10,0
2000,53033022500,"Duplex","3",2,0
2000,53033022701,"Duplex","3",4,0
2000,53033022801,"Duplex","3",1,0
2000,53033022802,"Duplex","3",1,0
2000,53033023300,"Duplex","3",1,0
2000,53033023402,"Duplex","3",2,0
2000,53033023900,"Duplex","3",2,0
2000,53033024000,"Duplex","3",2,0
2000,53033024300,"Duplex","3",1,0
2000,53033024800,"Duplex","3",1,0
2000,53033025200,"Duplex","3",5,0
2000,53033025300,"Duplex","3",18,0
2000,53033025400,"Duplex","3",6,0
2000,53033025600,"Duplex","3",5,0
2000,53033025701,"Duplex","3",1,0
2000,53033025702,"Duplex","3",1,0
2000,53033025801,"Duplex","3",1,0
2000,53033026001,"Duplex","3",2,0
2000,53033026002,"Duplex","3",7,0
2000,53033026100,"Duplex","3",2,0
2000,53033026200,"Duplex","3",2,0
2000,53033026300,"Duplex","3",2,0
2000,53033026400,"Duplex","3",10,0
2000,53033026500,"Duplex","3",2,0
2000,53033026700,"Duplex","3",2,0
2000,53033026801,"Duplex","3",4,0
2000,53033026802,"Duplex","3",2,0
2000,53033026900,"Duplex","3",2,0
2000,53033027000,"Duplex","3",5,0
2000,53033027100,"Duplex","3",7,0
2000,53033027200,"Duplex","3",6,0
2000,53033027300,"Duplex","3",6,0
2000,53033027400,"Duplex","3",6,0
2000,53033027500,"Duplex","3",1,0
2000,53033027600,"Duplex","3",2,0
2000,53033027701,"Duplex","3",11,0
2000,53033027800,"Duplex","3",8,0
2000,53033027900,"Duplex","3",5,0
2000,53033028000,"Duplex","3",1,0
2000,53033028200,"Duplex","3",3,0
2000,53033028300,"Duplex","3",2,0
2000,53033028402,"Duplex","3",3,0
2000,53033028403,"Duplex","3",4,0
2000,53033028500,"Duplex","3",1,0
2000,53033028600,"Duplex","3",3,0
2000,53033028801,"Duplex","3",2,0
2000,53033028802,"Duplex","3",6,0
2000,53033028901,"Duplex","3",2,0
2000,53033028902,"Duplex","3",1,0
2000,53033029003,"Duplex","3",2,0
2000,53033029203,"Duplex","3",3,0
2000,53033029204,"Duplex","3",1,0
2000,53033029503,"Duplex","3",2,0
2000,53033029700,"Duplex","3",4,0
2000,53033029801,"Duplex","3",1,0
2000,53033029802,"Duplex","3",1,0
2000,53033030002,"Duplex","3",6,0
2000,53033030003,"Duplex","3",2,0
2000,53033030100,"Duplex","3",6,0
2000,53033030202,"Duplex","3",4,0
2000,53033030501,"Duplex","3",1,0
2000,53033030600,"Duplex","3",6,0
2000,53033030700,"Duplex","3",15,0
2000,53033030901,"Duplex","3",1,0
2000,53033030902,"Duplex","3",1,0
2000,53033031000,"Duplex","3",1,0
2000,53033031204,"Duplex","3",2,0
2000,53033031302,"Duplex","3",1,0
2000,53033031400,"Duplex","3",1,0
2000,53033031501,"Duplex","3",1,0
2000,53033031603,"Duplex","3",1,0
2000,53033031909,"Duplex","3",1,0
2000,53033032007,"Duplex","3",1,0
2000,53033032103,"Duplex","3",3,0
2000,53033032104,"Duplex","3",1,0
2000,53033032209,"Duplex","3",1,0
2000,53033032211,"Duplex","3",1,0
2000,53033032316,"Duplex","3",1,0
2000,53033032320,"Duplex","3",1,0
2000,53033032324,"Duplex","3",1,0
2000,53033032601,"Duplex","3",2,0
2000,53033032704,"Duplex","3",1,0
2000,53033032800,"Duplex","3",1,0
2000,53033000100,"Duplex","4",19,0
2000,53033000200,"Duplex","4",10,0
2000,53033000300,"Duplex","4",17,0
2000,53033000402,"Duplex","4",8,0
2000,53033000500,"Duplex","4",1,0
2000,53033000600,"Duplex","4",12,0
2000,53033000700,"Duplex","4",19,0
2000,53033000800,"Duplex","4",6,0
2000,53033000900,"Duplex","4",4,0
2000,53033001000,"Duplex","4",1,0
2000,53033001100,"Duplex","4",2,0
2000,53033001200,"Duplex","4",14,0
2000,53033001300,"Duplex","4",50,0
2000,53033001400,"Duplex","4",45,0
2000,53033001500,"Duplex","4",5,0
2000,53033001600,"Duplex","4",20,0
2000,53033001700,"Duplex","4",34,0
2000,53033001800,"Duplex","4",79,0
2000,53033001900,"Duplex","4",7,0
2000,53033002000,"Duplex","4",6,0
2000,53033002100,"Duplex","4",5,0
2000,53033002200,"Duplex","4",7,0
2000,53033002400,"Duplex","4",9,0
2000,53033002500,"Duplex","4",7,0
2000,53033002600,"Duplex","4",13,0
2000,53033002700,"Duplex","4",20,0
2000,53033002800,"Duplex","4",19,0
2000,53033002900,"Duplex","4",10,0
2000,53033003000,"Duplex","4",15,0
2000,53033003100,"Duplex","4",10,0
2000,53033003200,"Duplex","4",63,0
2000,53033003300,"Duplex","4",67,0
2000,53033003400,"Duplex","4",36,0
2000,53033003500,"Duplex","4",18,0
2000,53033003600,"Duplex","4",23,0
2000,53033003800,"Duplex","4",3,0
2000,53033003900,"Duplex","4",1,0
2000,53033004100,"Duplex","4",8,0
2000,53033004200,"Duplex","4",15,0
2000,53033004300,"Duplex","4",9,0
2000,53033004400,"Duplex","4",32,0
2000,53033004500,"Duplex","4",8,0
2000,53033004600,"Duplex","4",24,0
2000,53033004700,"Duplex","4",35,0
2000,53033004800,"Duplex","4",42,0
2000,53033004900,"Duplex","4",44,0
2000,53033005000,"Duplex","4",23,0
2000,53033005100,"Duplex","4",28,0
2000,53033005200,"Duplex","4",34,0
2000,53033005400,"Duplex","4",58,0
2000,53033005600,"Duplex","4",5,0
2000,53033005700,"Duplex","4",43,0
2000,53033005801,"Duplex","4",14,0
2000,53033005802,"Duplex","4",44,0
2000,53033005900,"Duplex","4",41,0
2000,53033006000,"Duplex","4",39,0
2000,53033006100,"Duplex","4",36,0
2000,53033006200,"Duplex","4",4,0
2000,53033006300,"Duplex","4",11,0
2000,53033006400,"Duplex","4",24,0
2000,53033006500,"Duplex","4",24,0
2000,53033006600,"Duplex","4",17,0
2000,53033006700,"Duplex","4",22,0
2000,53033006800,"Duplex","4",28,0
2000,53033006900,"Duplex","4",42,0
2000,53033007000,"Duplex","4",22,0
2000,53033007400,"Duplex","4",9,0
2000,53033007500,"Duplex","4",31,0
2000,53033007600,"Duplex","4",28,0
2000,53033007700,"Duplex","4",29,0
2000,53033007800,"Duplex","4",16,0
2000,53033007900,"Duplex","4",33,0
2000,53033008600,"Duplex","4",22,0
2000,53033008700,"Duplex","4",45,0
2000,53033008800,"Duplex","4",29,0
2000,53033008900,"Duplex","4",36,0
2000,53033009000,"Duplex","4",13,0
2000,53033009300,"Duplex","4",5,0
2000,53033009400,"Duplex","4",49,0
2000,53033009500,"Duplex","4",27,0
2000,53033009600,"Duplex","4",41,0
2000,53033009701,"Duplex","4",65,0
2000,53033009702,"Duplex","4",9,0
2000,53033009800,"Duplex","4",10,0
2000,53033009900,"Duplex","4",31,0
2000,53033010000,"Duplex","4",18,0
2000,53033010100,"Duplex","4",17,0
2000,53033010200,"Duplex","4",5,0
2000,53033010300,"Duplex","4",27,0
2000,53033010400,"Duplex","4",18,0
2000,53033010500,"Duplex","4",30,0
2000,53033010600,"Duplex","4",22,0
2000,53033010700,"Duplex","4",7,0
2000,53033010800,"Duplex","4",9,0
2000,53033010900,"Duplex","4",12,0
2000,53033011000,"Duplex","4",12,0
2000,53033011101,"Duplex","4",16,0
2000,53033011102,"Duplex","4",3,0
2000,53033011200,"Duplex","4",12,0
2000,53033011300,"Duplex","4",8,0
2000,53033011400,"Duplex","4",18,0
2000,53033011500,"Duplex","4",6,0
2000,53033011600,"Duplex","4",20,0
2000,53033011700,"Duplex","4",3,0
2000,53033011800,"Duplex","4",27,0
2000,53033011900,"Duplex","4",8,0
2000,53033012000,"Duplex","4",3,0
2000,53033012100,"Duplex","4",2,0
2000,53033020100,"Duplex","4",12,0
2000,53033020200,"Duplex","4",2,0
2000,53033020300,"Duplex","4",16,0
2000,53033020401,"Duplex","4",12,0
2000,53033020402,"Duplex","4",24,0
2000,53033020500,"Duplex","4",3,0
2000,53033020600,"Duplex","4",3,0
2000,53033020700,"Duplex","4",31,0
2000,53033020800,"Duplex","4",3,0
2000,53033020900,"Duplex","4",9,0
2000,53033021000,"Duplex","4",8,0
2000,53033021100,"Duplex","4",6,0
2000,53033021300,"Duplex","4",10,0
2000,53033021400,"Duplex","4",3,0
2000,53033021600,"Duplex","4",10,0
2000,53033021803,"Duplex","4",6,0
2000,53033021804,"Duplex","4",6,0
2000,53033021904,"Duplex","4",1,0
2000,53033022005,"Duplex","4",3,0
2000,53033022006,"Duplex","4",6,0
2000,53033022101,"Duplex","4",4,0
2000,53033022202,"Duplex","4",3,0
2000,53033022203,"Duplex","4",3,0
2000,53033022400,"Duplex","4",18,0
2000,53033022500,"Duplex","4",29,0
2000,53033022603,"Duplex","4",4,0
2000,53033022604,"Duplex","4",12,0
2000,53033022701,"Duplex","4",3,0
2000,53033022702,"Duplex","4",1,0
2000,53033022703,"Duplex","4",1,0
2000,53033022802,"Duplex","4",1,0
2000,53033022902,"Duplex","4",2,0
2000,53033023402,"Duplex","4",1,0
2000,53033023500,"Duplex","4",6,0
2000,53033023603,"Duplex","4",8,0
2000,53033023604,"Duplex","4",5,0
2000,53033023801,"Duplex","4",8,0
2000,53033023900,"Duplex","4",3,0
2000,53033024000,"Duplex","4",10,0
2000,53033024100,"Duplex","4",1,0
2000,53033024200,"Duplex","4",1,0
2000,53033024300,"Duplex","4",4,0
2000,53033024702,"Duplex","4",3,0
2000,53033024800,"Duplex","4",9,0
2000,53033025004,"Duplex","4",9,0
2000,53033025101,"Duplex","4",1,0
2000,53033025102,"Duplex","4",3,0
2000,53033025200,"Duplex","4",71,0
2000,53033025300,"Duplex","4",41,0
2000,53033025400,"Duplex","4",55,0
2000,53033025701,"Duplex","4",1,0
2000,53033025801,"Duplex","4",4,0
2000,53033026001,"Duplex","4",2,0
2000,53033026002,"Duplex","4",8,0
2000,53033026100,"Duplex","4",3,0
2000,53033026200,"Duplex","4",3,0
2000,53033026300,"Duplex","4",3,0
2000,53033026400,"Duplex","4",16,0
2000,53033026500,"Duplex","4",1,0
2000,53033026600,"Duplex","4",5,0
2000,53033026700,"Duplex","4",6,0
2000,53033026801,"Duplex","4",4,0
2000,53033026802,"Duplex","4",8,0
2000,53033026900,"Duplex","4",33,0
2000,53033027000,"Duplex","4",10,0
2000,53033027100,"Duplex","4",11,0
2000,53033027200,"Duplex","4",3,0
2000,53033027300,"Duplex","4",9,0
2000,53033027400,"Duplex","4",11,0
2000,53033027500,"Duplex","4",8,0
2000,53033027600,"Duplex","4",6,0
2000,53033027701,"Duplex","4",7,0
2000,53033027702,"Duplex","4",3,0
2000,53033027800,"Duplex","4",1,0
2000,53033027900,"Duplex","4",10,0
2000,53033028200,"Duplex","4",4,0
2000,53033028300,"Duplex","4",6,0
2000,53033028402,"Duplex","4",4,0
2000,53033028403,"Duplex","4",1,0
2000,53033028500,"Duplex","4",4,0
2000,53033028600,"Duplex","4",9,0
2000,53033028700,"Duplex","4",7,0
2000,53033028801,"Duplex","4",3,0
2000,53033028802,"Duplex","4",5,0
2000,53033028901,"Duplex","4",8,0
2000,53033028902,"Duplex","4",23,0
2000,53033029001,"Duplex","4",4,0
2000,53033029003,"Duplex","4",5,0
2000,53033029100,"Duplex","4",5,0
2000,53033029201,"Duplex","4",1,0
2000,53033029203,"Duplex","4",18,0
2000,53033029204,"Duplex","4",1,0
2000,53033029303,"Duplex","4",1,0
2000,53033029305,"Duplex","4",1,0
2000,53033029403,"Duplex","4",1,0
2000,53033029405,"Duplex","4",1,0
2000,53033029503,"Duplex","4",21,0
2000,53033029504,"Duplex","4",2,0
2000,53033029601,"Duplex","4",3,0
2000,53033029602,"Duplex","4",1,0
2000,53033029700,"Duplex","4",6,0
2000,53033029802,"Duplex","4",13,0
2000,53033029902,"Duplex","4",1,0
2000,53033030002,"Duplex","4",26,0
2000,53033030003,"Duplex","4",8,0
2000,53033030004,"Duplex","4",8,0
2000,53033030100,"Duplex","4",1,0
2000,53033030201,"Duplex","4",4,0
2000,53033030202,"Duplex","4",13,0
2000,53033030303,"Duplex","4",3,0
2000,53033030304,"Duplex","4",2,0
2000,53033030306,"Duplex","4",3,0
2000,53033030308,"Duplex","4",1,0
2000,53033030309,"Duplex","4",1,0
2000,53033030401,"Duplex","4",10,0
2000,53033030501,"Duplex","4",3,0
2000,53033030503,"Duplex","4",89,0
2000,53033030504,"Duplex","4",13,0
2000,53033030600,"Duplex","4",70,0
2000,53033030700,"Duplex","4",59,0
2000,53033030801,"Duplex","4",8,0
2000,53033030802,"Duplex","4",29,0
2000,53033030901,"Duplex","4",9,0
2000,53033030902,"Duplex","4",26,0
2000,53033031100,"Duplex","4",2,0
2000,53033031202,"Duplex","4",3,0
2000,53033031204,"Duplex","4",3,0
2000,53033031205,"Duplex","4",2,0
2000,53033031301,"Duplex","4",2,0
2000,53033031302,"Duplex","4",27,0
2000,53033031400,"Duplex","4",31,0
2000,53033031502,"Duplex","4",3,0
2000,53033031602,"Duplex","4",1,0
