GEOID,Year,variable,mean,up,low
Snoqualmie/North Bend/Skykomish,2000,Prevalence of 3-person household among renters,0.18560361641393422,0.19645217418208277,0.17520710110424306
Vashon Island,2000,Prevalence of 3-person household among renters,0.13881544852604888,0.14748899504916288,0.13057211989356204
West Seattle,2000,Prevalence of 3-person household among renters,0.0981274714209495,0.10461234046507902,0.09202285483168283
Auburn-North,2001,Prevalence of 3-person household among renters,0.15859025708804905,0.18388961802467016,0.1365234329155393
Auburn-South,2001,Prevalence of 3-person household among renters,0.1769055921274476,0.2043932714435398,0.1527637021091675
Ballard,2001,Prevalence of 3-person household among renters,0.10277412066365366,0.1204509187356019,0.08764776619412386
Beacon/Gtown/S.Park,2001,Prevalence of 3-person household among renters,0.15090282718500392,0.17516649945925608,0.12976029397723018
Bear Creek/Carnation/Duvall,2001,Prevalence of 3-person household among renters,0.17113347323046924,0.19792368469629032,0.14763699574850483
Bellevue-Central,2001,Prevalence of 3-person household among renters,0.16286409812902575,0.18867251757218675,0.14030139669269998
Bellevue-NE,2001,Prevalence of 3-person household among renters,0.1673138243289126,0.19362624333445363,0.14426855997083315
Bellevue-South,2001,Prevalence of 3-person household among renters,0.1670154254940169,0.1933329310325846,0.1439753409719996
Bellevue-West,2001,Prevalence of 3-person household among renters,0.11730379423445196,0.13710387713117206,0.1002962362936097
Black Diamond/Enumclaw/SE County,2001,Prevalence of 3-person household among renters,0.17104973457313863,0.19785601629665617,0.1475571498391475
Bothell/Woodinville,2001,Prevalence of 3-person household among renters,0.13695923604926616,0.1594700899155497,0.1174744745209757
Burien,2001,Prevalence of 3-person household among renters,0.1452789516627828,0.1688757606657019,0.12478491896701183
Capitol Hill/E.lake,2001,Prevalence of 3-person household among renters,0.05285503586563716,0.06256863122071808,0.044716413793810944
Central Seattle,2001,Prevalence of 3-person household among renters,0.11496773723816583,0.1344167036601071,0.09824963780364358
Covington/Maple Valley,2001,Prevalence of 3-person household among renters,0.19109500366614773,0.2201793882810963,0.16540749294020785
Delridge,2001,Prevalence of 3-person household among renters,0.1570307147304918,0.18208431280880394,0.1351534956358409
Des Moines/Normandy Park,2001,Prevalence of 3-person household among renters,0.14069057781965572,0.16369058549538237,0.12075996490509319
Downtown,2001,Prevalence of 3-person household among renters,0.032808736552265454,0.0390034502128645,0.02766817375947121
East Federal Way,2001,Prevalence of 3-person household among renters,0.18925168133550135,0.21813726599699268,0.16375695648429744
Fairwood,2001,Prevalence of 3-person household among renters,0.1758888177948549,0.20323062313304893,0.15186609734499992
Fed Way-Central/Military Rd,2001,Prevalence of 3-person household among renters,0.16832154603450505,0.1948202901473513,0.14512106298731628
Fed Way-Dash Point/Woodmont,2001,Prevalence of 3-person household among renters,0.16884528016372977,0.19537011673041205,0.14560743968121295
Fremont/Greenlake,2001,Prevalence of 3-person household among renters,0.10342974069295478,0.12120098177422244,0.08822297777010611
Issaquah,2001,Prevalence of 3-person household among renters,0.13100631526552808,0.15269430439797246,0.11228067067368966
Kenmore/LFP,2001,Prevalence of 3-person household among renters,0.1534315724665303,0.17806568293503383,0.13196436069826278
Kent-East,2001,Prevalence of 3-person household among renters,0.1824840047450809,0.21061955104851166,0.15771110694223828
Kent-SE,2001,Prevalence of 3-person household among renters,0.1694083537359521,0.19602187146303704,0.14609589010893662
Kent-West,2001,Prevalence of 3-person household among renters,0.16160468713130866,0.18725724090097395,0.1391923592659196
Kirkland,2001,Prevalence of 3-person household among renters,0.1296007649390359,0.1511000869599774,0.11103916054361875
Kirkland North,2001,Prevalence of 3-person household among renters,0.14977979932453686,0.1739621192242639,0.12874126845277048
Mercer Isle/Pt Cities,2001,Prevalence of 3-person household among renters,0.1261656569733879,0.1471981681869264,0.10803767900251908
NE Seattle,2001,Prevalence of 3-person household among renters,0.1172055692194838,0.13698243762787926,0.10019723225612552
Newcastle/Four Creeks,2001,Prevalence of 3-person household among renters,0.15864806118760022,0.18390143014585425,0.1366074703592355
North Highline,2001,Prevalence of 3-person household among renters,0.17297525820190968,0.2000047900481679,0.14923858191193973
North Seattle,2001,Prevalence of 3-person household among renters,0.11866234307732301,0.138637597599465,0.10147794988425916
NW Seattle,2001,Prevalence of 3-person household among renters,0.11932765914780609,0.1394035879365846,0.1020480069889683
QA/Magnolia,2001,Prevalence of 3-person household among renters,0.06708128041644813,0.07917755539090221,0.05688190138403448
Redmond,2001,Prevalence of 3-person household among renters,0.1447392425544041,0.16826843050513346,0.12431104241448922
Renton-East,2001,Prevalence of 3-person household among renters,0.15282637584045247,0.1773889045510654,0.1314385434371862
Renton-North,2001,Prevalence of 3-person household among renters,0.12775708318892698,0.14903680936224029,0.10940977030629118
Renton-South,2001,Prevalence of 3-person household among renters,0.150836999964189,0.17513448961661035,0.12969137479081627
Sammamish,2001,Prevalence of 3-person household among renters,0.1583794767318006,0.183605634852775,0.13635919187545892
SE Seattle,2001,Prevalence of 3-person household among renters,0.1713059527582887,0.1981288759120146,0.1477605001958875
SeaTac/Tukwila,2001,Prevalence of 3-person household among renters,0.1496905640511865,0.17382949268675557,0.1286802165611026
Shoreline,2001,Prevalence of 3-person household among renters,0.1402236011737142,0.16315001488242037,0.12033824218237874
Snoqualmie/North Bend/Skykomish,2001,Prevalence of 3-person household among renters,0.1874035664973412,0.21605210123300417,0.16212508691792246
Vashon Island,2001,Prevalence of 3-person household among renters,0.1402159312676915,0.1631355503252773,0.12034849829230303
West Seattle,2001,Prevalence of 3-person household among renters,0.09917536570896839,0.1163340839976731,0.08453984745737127
Auburn-North,2002,Prevalence of 3-person household among renters,0.15809287421757406,0.18177138149803881,0.13691703063476418
Auburn-South,2002,Prevalence of 3-person household among renters,0.17636282597621677,0.202100700513248,0.15319193811693713
Ballard,2002,Prevalence of 3-person household among renters,0.10243051912491655,0.11895436115180004,0.0879156466093892
Beacon/Gtown/S.Park,2002,Prevalence of 3-person household among renters,0.15042532514014068,0.17313717783943214,0.13012606147701283
Bear Creek/Carnation/Duvall,2002,Prevalence of 3-person household among renters,0.17060474151496238,0.1956836640268369,0.14805352449791312
Bellevue-Central,2002,Prevalence of 3-person household among renters,0.16235590279734746,0.1865156117210447,0.14069923966089173
Bellevue-NE,2002,Prevalence of 3-person household among renters,0.16679457448709706,0.191429200709913,0.14467269294854648
Bellevue-South,2002,Prevalence of 3-person household among renters,0.16649691937925856,0.1911290903625586,0.14438657775940253
Bellevue-West,2002,Prevalence of 3-person household among renters,0.11691790859378501,0.1354329936075455,0.10060020226297181
Black Diamond/Enumclaw/SE County,2002,Prevalence of 3-person household among renters,0.1705211966390645,0.19561462741931696,0.14797670420681527
Bothell/Woodinville,2002,Prevalence of 3-person household among renters,0.13651869552701806,0.1575789383138913,0.1178205978595008
Burien,2002,Prevalence of 3-person household among renters,0.14481616534987235,0.16689571030600084,0.12514823164715355
Capitol Hill/E.lake,2002,Prevalence of 3-person household among renters,0.05266858996945259,0.06174069565294259,0.044862101045636225
Central Seattle,2002,Prevalence of 3-person household among renters,0.11458866889778106,0.13277278169802753,0.09854580735259351
Covington/Maple Valley,2002,Prevalence of 3-person household among renters,0.19051878608507442,0.21775308450286676,0.165866328173041
Delridge,2002,Prevalence of 3-person household among renters,0.15653724567115743,0.17999464140926097,0.13553093662972254
Des Moines/Normandy Park,2002,Prevalence of 3-person household among renters,0.1402400171094789,0.16176118227891248,0.12111307010399398
Downtown,2002,Prevalence of 3-person household among renters,0.03269056992403643,0.03847582360287761,0.027760177294225676
East Federal Way,2002,Prevalence of 3-person household among renters,0.18867975864193004,0.21572957832623962,0.16421072765178837
Fairwood,2002,Prevalence of 3-person household among renters,0.17534847749638488,0.2009506188253765,0.15228862347821193
Fed Way-Central/Military Rd,2002,Prevalence of 3-person household among renters,0.16779973903933348,0.19260750145666305,0.14553332071022196
Fed Way-Dash Point/Woodmont,2002,Prevalence of 3-person household among renters,0.16832216938398725,0.19315773281267995,0.14601590488396415
Fremont/Greenlake,2002,Prevalence of 3-person household among renters,0.10308425010180335,0.11969460551213588,0.08849395677916555
Issaquah,2002,Prevalence of 3-person household among renters,0.13058200716148768,0.15087396481663395,0.11261036558846577
Kenmore/LFP,2002,Prevalence of 3-person household among renters,0.15294744629791704,0.17599907844312732,0.13234541795098936
Kent-East,2002,Prevalence of 3-person household among renters,0.181927891925188,0.20827042681799504,0.15815331886778528
Kent-SE,2002,Prevalence of 3-person household among renters,0.16888385720359728,0.19379499817900622,0.14651289803126055
Kent-West,2002,Prevalence of 3-person household among renters,0.16109966655095753,0.18511014236368675,0.13959026725694243
Kirkland,2002,Prevalence of 3-person household among renters,0.12918039205949702,0.1492905929321398,0.11136847148867261
Kirkland North,2002,Prevalence of 3-person household among renters,0.14930518918131164,0.17192846429396158,0.12911875457865185
Mercer Isle/Pt Cities,2002,Prevalence of 3-person household among renters,0.1257548364505569,0.1454282410869221,0.1083592507507548
NE Seattle,2002,Prevalence of 3-person household among renters,0.1168200674673698,0.13531114383992338,0.10049990695031807
Newcastle/Four Creeks,2002,Prevalence of 3-person household among renters,0.15815056333595026,0.1817902700171457,0.13699417714862766
North Highline,2002,Prevalence of 3-person household among renters,0.17244203073803688,0.19774122183542403,0.14966194721950876
North Seattle,2002,Prevalence of 3-person household among renters,0.11827257767135262,0.13695163057963455,0.10178281816467495
NW Seattle,2002,Prevalence of 3-person household among renters,0.11893602203331038,0.13770866755977118,0.10235482856386233
QA/Magnolia,2002,Prevalence of 3-person household among renters,0.0668482255560247,0.07814763466854356,0.057063881094040134
Redmond,2002,Prevalence of 3-person household among renters,0.1442778623040641,0.16629188923473373,0.12467508685181236
Renton-East,2002,Prevalence of 3-person household among renters,0.15234384569091133,0.1753309209169455,0.13181791816222224
Renton-North,2002,Prevalence of 3-person household among renters,0.1273418468476252,0.14724355817020351,0.10973935664059808
Renton-South,2002,Prevalence of 3-person household among renters,0.15035958714369058,0.173097094527158,0.13006611294728804
Sammamish,2002,Prevalence of 3-person household among renters,0.15788260305329024,0.18149816565940816,0.136744307198356
SE Seattle,2002,Prevalence of 3-person household among renters,0.17077681053636518,0.19588172764204406,0.148179546205395
SeaTac/Tukwila,2002,Prevalence of 3-person household among renters,0.14921610453993955,0.17180595006873145,0.12905004880655255
Shoreline,2002,Prevalence of 3-person household among renters,0.13977424933465205,0.16122493966080076,0.12068885502766091
Snoqualmie/North Bend/Skykomish,2002,Prevalence of 3-person household among renters,0.18683590224495147,0.21366482494184022,0.1625713526447102
Vashon Island,2002,Prevalence of 3-person household among renters,0.13976663493973984,0.16121499482300056,0.120696743458278
West Seattle,2002,Prevalence of 3-person household among renters,0.09884244110406402,0.1148845033585915,0.08480013009245321
Auburn-North,2003,Prevalence of 3-person household among renters,0.15848693378503026,0.1844893053219918,0.1358680409229151
Auburn-South,2003,Prevalence of 3-person household among renters,0.1767928658148467,0.20504615442593743,0.15204318969057914
Ballard,2003,Prevalence of 3-person household among renters,0.1027027286727629,0.12087333510320311,0.0872047564482045
Beacon/Gtown/S.Park,2003,Prevalence of 3-person household among renters,0.15080372485539237,0.17575243776015775,0.12913333616802905
Bear Creek/Carnation/Duvall,2003,Prevalence of 3-person household among renters,0.1710236129187936,0.19856092092960723,0.14693564829414768
Bellevue-Central,2003,Prevalence of 3-person household among renters,0.16275849562928896,0.18928531988624706,0.1396306840383652
Bellevue-NE,2003,Prevalence of 3-person household among renters,0.16720606266775814,0.19425858719262412,0.14358199748674716
Bellevue-South,2003,Prevalence of 3-person household among renters,0.1669077645022781,0.1939591610476342,0.14329111827245045
Bellevue-West,2003,Prevalence of 3-person household among renters,0.11722364846964309,0.13757583945331428,0.09979466750291759
Black Diamond/Enumclaw/SE County,2003,Prevalence of 3-person household among renters,0.1709399265325676,0.19849128279380165,0.14685712866304684
Bothell/Woodinville,2003,Prevalence of 3-person household among renters,0.13686773885135092,0.16000539067793765,0.1168990409491802
Burien,2003,Prevalence of 3-person household among renters,0.14518284224183045,0.16943811624648034,0.12417912287091502
Capitol Hill/E.lake,2003,Prevalence of 3-person household among renters,0.05281642103696176,0.06280452982378915,0.04448152992545396
Central Seattle,2003,Prevalence of 3-person household among renters,0.11488906702324206,0.13488471770470364,0.09776013307943783
Covington/Maple Valley,2003,Prevalence of 3-person household among renters,0.19097530375158261,0.22086973847592103,0.16463862249791428
Delridge,2003,Prevalence of 3-person household among renters,0.15692807620263485,0.18268002472315767,0.13450142172990326
Des Moines/Normandy Park,2003,Prevalence of 3-person household among renters,0.1405970387570785,0.1642392430663252,0.12017072893422995
Downtown,2003,Prevalence of 3-person household among renters,0.03278431205072365,0.03915470282328643,0.02752089503628203
East Federal Way,2003,Prevalence of 3-person household among renters,0.18913291889768166,0.21882307070153256,0.1629955423568992
Fairwood,2003,Prevalence of 3-person household among renters,0.1757765311667173,0.20388080409549908,0.1511475392861142
Fed Way-Central/Military Rd,2003,Prevalence of 3-person household among renters,0.1682131483461498,0.19544651915454558,0.14443259385536328
Fed Way-Dash Point/Woodmont,2003,Prevalence of 3-person household among renters,0.16873662772173872,0.19600089981693544,0.1449153492632344
Fremont/Greenlake,2003,Prevalence of 3-person household among renters,0.10335802133211344,0.12162853818401832,0.08777837469150683
Issaquah,2003,Prevalence of 3-person household among renters,0.13091818013353435,0.15321261036031494,0.11172535046702686
Kenmore/LFP,2003,Prevalence of 3-person household among renters,0.15333096756723547,0.17865103953655226,0.13132733443313357
Kent-East,2003,Prevalence of 3-person household among renters,0.18236845217186576,0.2112843948255563,0.1569720449380516
Kent-SE,2003,Prevalence of 3-person household among renters,0.16929937343388116,0.1966516696889833,0.14540195880824353
Kent-West,2003,Prevalence of 3-person household among renters,0.16149978279704763,0.18786674470908005,0.1385259156036214
Kirkland,2003,Prevalence of 3-person household among renters,0.12951348489307515,0.15161457043548268,0.11049115659532878
Kirkland North,2003,Prevalence of 3-person household among renters,0.1496812132461539,0.17453696035483454,0.12811876801599842
Mercer Isle/Pt Cities,2003,Prevalence of 3-person household among renters,0.12608041034199668,0.14770304407564874,0.10750339470561754
NE Seattle,2003,Prevalence of 3-person household among renters,0.11712553789924308,0.13745627008495181,0.09969866577284539
Newcastle/Four Creeks,2003,Prevalence of 3-person household among renters,0.15854477009885412,0.18450775940110495,0.13595011802527876
North Highline,2003,Prevalence of 3-person household among renters,0.17286440754077115,0.20064324130814265,0.14853336281416626
North Seattle,2003,Prevalence of 3-person household among renters,0.11858133449415117,0.13911381363063677,0.10097061391165689
NW Seattle,2003,Prevalence of 3-person household among renters,0.11924625712634798,0.13988180887655963,0.10153935175666862
QA/Magnolia,2003,Prevalence of 3-person household among renters,0.06703302419542743,0.07947241389840382,0.05658752944446938
Redmond,2003,Prevalence of 3-person household among renters,0.1446433794251231,0.16882755504176356,0.12370597276791456
Renton-East,2003,Prevalence of 3-person household among renters,0.1527261850483727,0.17797442591185844,0.1308045233145064
Renton-North,2003,Prevalence of 3-person household among renters,0.1276709325683112,0.14954439572078912,0.10887162930065986
Renton-South,2003,Prevalence of 3-person household among renters,0.15073778257256107,0.17571270972951059,0.12906251258822826
Sammamish,2003,Prevalence of 3-person household among renters,0.15827623172161517,0.1842082923032365,0.13570221270441996
SE Seattle,2003,Prevalence of 3-person household among renters,0.17119592114415677,0.19876248079403794,0.14705999033068665
SeaTac/Tukwila,2003,Prevalence of 3-person household among renters,0.14959191994940982,0.17440344636266158,0.12805465339001973
Shoreline,2003,Prevalence of 3-person household among renters,0.1401301970054658,0.16369474820066815,0.11974956072267036
Snoqualmie/North Bend/Skykomish,2003,Prevalence of 3-person household among renters,0.1872856457822505,0.21673511660329686,0.16136710775508672
Vashon Island,2003,Prevalence of 3-person household among renters,0.1401226204684882,0.16368354852795639,0.11976015505419685
West Seattle,2003,Prevalence of 3-person household among renters,0.09910622947941763,0.1167437979036407,0.08411083739305562
Auburn-North,2004,Prevalence of 3-person household among renters,0.1582359757591334,0.18270188933244508,0.13641952367812785
Auburn-South,2004,Prevalence of 3-person household among renters,0.17651899776167748,0.20310974759517345,0.15264668306970816
Ballard,2004,Prevalence of 3-person household among renters,0.1025293617033418,0.11961064719797701,0.08757894091843507
Beacon/Gtown/S.Park,2004,Prevalence of 3-person household among renters,0.1505627451413093,0.1740380226120411,0.12965019190933494
Bear Creek/Carnation/Duvall,2004,Prevalence of 3-person household among renters,0.17075684288314696,0.19666960655832616,0.14752296208878535
Bellevue-Central,2004,Prevalence of 3-person household among renters,0.1625021105960768,0.1874656985919126,0.14019097039769376
Bellevue-NE,2004,Prevalence of 3-person household among renters,0.16694400793425795,0.19240141278540968,0.14415214276874613
Bellevue-South,2004,Prevalence of 3-person household among renters,0.1666461276861502,0.19209804003323797,0.143867450932697
Bellevue-West,2004,Prevalence of 3-person household among renters,0.11702893121680526,0.1361651847950652,0.10021888370397389
Black Diamond/Enumclaw/SE County,2004,Prevalence of 3-person household among renters,0.1706732623560566,0.19659939182324657,0.14744613590452918
Bothell/Woodinville,2004,Prevalence of 3-person household among renters,0.1366454422778712,0.15840922946807803,0.11738365918283977
Burien,2004,Prevalence of 3-person household among renters,0.14494933024937834,0.16776674389227517,0.12468802436149641
Capitol Hill/E.lake,2004,Prevalence of 3-person household among renters,0.05272226218690146,0.06210322613903077,0.04468215394071574
Central Seattle,2004,Prevalence of 3-person household among renters,0.1146977612241775,0.13349552494164782,0.09817335987220557
Covington/Maple Valley,2004,Prevalence of 3-person household among renters,0.19068458067412972,0.2188209924345555,0.16528416768139473
Delridge,2004,Prevalence of 3-person household among renters,0.156679178503669,0.1809195793524821,0.13503767334312614
Des Moines/Normandy Park,2004,Prevalence of 3-person household among renters,0.14036966255432867,0.16261003968182053,0.12066532576538211
Downtown,2004,Prevalence of 3-person household among renters,0.03272460595549977,0.038706791560604636,0.02764700372666608
East Federal Way,2004,Prevalence of 3-person household among renters,0.18884433891587155,0.21679050754058585,0.16363347114061724
Fairwood,2004,Prevalence of 3-person household among renters,0.17550390864749857,0.20195662751758695,0.15174511755532408
Fed Way-Central/Military Rd,2004,Prevalence of 3-person household among renters,0.1679498789682406,0.19358012145070058,0.14501089801131412
Fed Way-Dash Point/Woodmont,2004,Prevalence of 3-person household among renters,0.16847267781770675,0.19413414453227507,0.14549122966582503
Fremont/Greenlake,2004,Prevalence of 3-person household among renters,0.10318366578624674,0.12035574053821112,0.08815521667417643
Issaquah,2004,Prevalence of 3-person household among renters,0.13070407197156336,0.15167531651594204,0.11218926150849624
Kenmore/LFP,2004,Prevalence of 3-person household among renters,0.1530867129925028,0.1769072177264616,0.13186269838812414
Kent-East,2004,Prevalence of 3-person household among renters,0.18208788764797265,0.20930305365687144,0.15759322263059766
Kent-SE,2004,Prevalence of 3-person household among renters,0.16903475685995714,0.19477308550874456,0.1459863911404138
Kent-West,2004,Prevalence of 3-person household among renters,0.16124496307715694,0.18605542560553948,0.139084280500799
Kirkland,2004,Prevalence of 3-person household among renters,0.12930134826264994,0.15008635372442855,0.11095193896373463
Kirkland North,2004,Prevalence of 3-person household among renters,0.14944174962555598,0.17282033948970618,0.12864592819727058
Mercer Isle/Pt Cities,2004,Prevalence of 3-person household among renters,0.12587306001694648,0.14620653210881115,0.1079531884473573
NE Seattle,2004,Prevalence of 3-person household among renters,0.11693099545775722,0.1360447468677802,0.1001205467108424
Newcastle/Four Creeks,2004,Prevalence of 3-person household among renters,0.1582937067220249,0.18272363566240835,0.13649598735304266
North Highline,2004,Prevalence of 3-person household among renters,0.17259544487312892,0.19873560696807097,0.1491271481174187
North Seattle,2004,Prevalence of 3-person household among renters,0.11838467855736542,0.1376914967436821,0.1013977450340042
NW Seattle,2004,Prevalence of 3-person household among renters,0.11904867264604252,0.13845206604107402,0.10196857469459246
QA/Magnolia,2004,Prevalence of 3-person household among renters,0.06691532850749371,0.07859967930205243,0.056838479561381355
Redmond,2004,Prevalence of 3-person household among renters,0.14441060038539258,0.16715960459741655,0.12421584749372636
Renton-East,2004,Prevalence of 3-person household among renters,0.15248267847044664,0.1762363790107306,0.13133678221868533
Renton-North,2004,Prevalence of 3-person household among renters,0.12746135757898658,0.14802983221296748,0.10932876106629688
Renton-South,2004,Prevalence of 3-person household among renters,0.15049691266637055,0.1739935588397554,0.129589221868993
Sammamish,2004,Prevalence of 3-person household among renters,0.15802554024420004,0.1824289637808488,0.13624716655122515
SE Seattle,2004,Prevalence of 3-person household among renters,0.17092903422776878,0.19686892690489657,0.1476489854659147
SeaTac/Tukwila,2004,Prevalence of 3-person household among renters,0.14935257377732136,0.17269737920890987,0.1285761315539103
Shoreline,2004,Prevalence of 3-person household among renters,0.1399035146240847,0.16207138781455077,0.12024267974185109
Snoqualmie/North Bend/Skykomish,2004,Prevalence of 3-person household among renters,0.18699921082771706,0.21471833681566307,0.1619985609897115
Vashon Island,2004,Prevalence of 3-person household among renters,0.13989589256534485,0.1620619149254246,0.12025053156860563
West Seattle,2004,Prevalence of 3-person household among renters,0.09893821617003035,0.11551977197208309,0.08447346872063674
Auburn-North,2005,Prevalence of 3-person household among renters,0.15839791748731663,0.1843196467119646,0.13582349095348467
Auburn-South,2005,Prevalence of 3-person household among renters,0.17669572589616023,0.2048629058948712,0.15199385370128535
Ballard,2005,Prevalence of 3-person household among renters,0.10264121671827926,0.1207532956124831,0.08717474553096566
Beacon/Gtown/S.Park,2005,Prevalence of 3-person household among renters,0.1507182523632909,0.17558830311448495,0.12909167617173198
Bear Creek/Carnation/Duvall,2005,Prevalence of 3-person household among renters,0.1709289810239315,0.19838177745598495,0.14688768874814742
Bellevue-Central,2005,Prevalence of 3-person household among renters,0.16266755904071875,0.18911210095745268,0.13958526496533633
Bellevue-NE,2005,Prevalence of 3-person household among renters,0.1671131227602461,0.19408200804050807,0.14353571813775318
Bellevue-South,2005,Prevalence of 3-person household among renters,0.1668149611207595,0.19378303795731547,0.14324454492623193
Bellevue-West,2005,Prevalence of 3-person household among renters,0.11715457106346032,0.1374421096454812,0.09976048934766439
Black Diamond/Enumclaw/SE County,2005,Prevalence of 3-person household among renters,0.17084535353439947,0.1983121539588012,0.14680932505489425
Bothell/Woodinville,2005,Prevalence of 3-person household among renters,0.13678889470609085,0.15985387449310398,0.11685992269483297
Burien,2005,Prevalence of 3-person household among renters,0.14510003313957756,0.16927927804646983,0.12413818199704724
Capitol Hill/E.lake,2005,Prevalence of 3-person household among renters,0.052783052046982824,0.06273835237153645,0.04446567983571731
Central Seattle,2005,Prevalence of 3-person household among renters,0.1148212226361235,0.13475305387092448,0.09772710705745767
Covington/Maple Valley,2005,Prevalence of 3-person household among renters,0.19087219415634923,0.22067599855342368,0.16458611386307773
Delridge,2005,Prevalence of 3-person household among renters,0.1568397735422203,0.1825106857634292,0.13445779978944408
Des Moines/Normandy Park,2005,Prevalence of 3-person household among renters,0.14051639687714357,0.16408442066882475,0.12013085599367702
Downtown,2005,Prevalence of 3-person household among renters,0.03276316587723619,0.03911255410507553,0.027510957356461637
East Federal Way,2005,Prevalence of 3-person household among renters,0.18903056009311553,0.21863027930283213,0.1629438864763312
