GEOID,Year,variable,mean,up,low
NE Seattle,2000,Prevalence of 4+-person household among Owners,0.05280378134805897,0.05647637665721789,0.04935504400402971
Newcastle/Four Creeks,2000,Prevalence of 4+-person household among Owners,0.0677768155110673,0.07240668343944323,0.06342096201139165
North Highline,2000,Prevalence of 4+-person household among Owners,0.0664038037953484,0.07094971257816919,0.06212557059438685
North Seattle,2000,Prevalence of 4+-person household among Owners,0.04389951616487126,0.046987853801774775,0.04100609655777772
NW Seattle,2000,Prevalence of 4+-person household among Owners,0.039930271284597744,0.04275249833301418,0.03728735084960009
QA/Magnolia,2000,Prevalence of 4+-person household among Owners,0.03434683709234759,0.03678551684792573,0.0320631091849265
Redmond,2000,Prevalence of 4+-person household among Owners,0.06259345397195441,0.0668987004538117,0.05854738906650011
Renton-East,2000,Prevalence of 4+-person household among Owners,0.06380169897481813,0.06818339571067002,0.059682885632380944
Renton-North,2000,Prevalence of 4+-person household among Owners,0.05182467807590466,0.05543740141092613,0.04843712536428653
Renton-South,2000,Prevalence of 4+-person household among Owners,0.06398801726223337,0.06838081717264508,0.059858196536086
Sammamish,2000,Prevalence of 4+-person household among Owners,0.09025843744900891,0.09626020958613059,0.08458831999528738
SE Seattle,2000,Prevalence of 4+-person household among Owners,0.06806445977320186,0.0727143956100272,0.06368699441951373
SeaTac/Tukwila,2000,Prevalence of 4+-person household among Owners,0.06374574004991074,0.06811907725447368,0.05963331643525447
Shoreline,2000,Prevalence of 4+-person household among Owners,0.05943417758819654,0.06354213152133933,0.055572820632147295
Snoqualmie/North Bend/Skykomish,2000,Prevalence of 4+-person household among Owners,0.08065257627625871,0.08607537378665911,0.07553936631428751
Vashon Island,2000,Prevalence of 4+-person household among Owners,0.048063264302593875,0.051429950781415844,0.044906860836357004
West Seattle,2000,Prevalence of 4+-person household among Owners,0.03941885705800478,0.04220772206999958,0.036809361741818626
Auburn-North,2001,Prevalence of 4+-person household among Owners,0.07019425442000297,0.08639628600576575,0.05641475793836402
Auburn-South,2001,Prevalence of 4+-person household among Owners,0.06719407004631212,0.0827703944699327,0.053967036922215036
Ballard,2001,Prevalence of 4+-person household among Owners,0.04068752523819939,0.05045141907757767,0.03249683081390859
Beacon/Gtown/S.Park,2001,Prevalence of 4+-person household among Owners,0.07576721230644137,0.09313276983795814,0.060979096873944864
Bear Creek/Carnation/Duvall,2001,Prevalence of 4+-person household among Owners,0.08972810268019672,0.1099010376996317,0.07241309573832355
Bellevue-Central,2001,Prevalence of 4+-person household among Owners,0.04766487628109129,0.059001464906468876,0.03812545011149603
Bellevue-NE,2001,Prevalence of 4+-person household among Owners,0.06255642135150825,0.07714352984598366,0.05019535954528818
Bellevue-South,2001,Prevalence of 4+-person household among Owners,0.07668608583248085,0.09423213707555808,0.061723099119801936
Bellevue-West,2001,Prevalence of 4+-person household among Owners,0.04946028504555118,0.06119435151450918,0.03957535343066797
Black Diamond/Enumclaw/SE County,2001,Prevalence of 4+-person household among Owners,0.07339505334350173,0.09026647923697138,0.05902634439033856
Bothell/Woodinville,2001,Prevalence of 4+-person household among Owners,0.06586184839459606,0.0811530729352228,0.052880709730399135
Burien,2001,Prevalence of 4+-person household among Owners,0.0572502049482698,0.07069605548567341,0.045884617421543476
Capitol Hill/E.lake,2001,Prevalence of 4+-person household among Owners,0.037205670437621,0.0461779713767335,0.0296967660712753
Central Seattle,2001,Prevalence of 4+-person household among Owners,0.04486004989277218,0.05557153328876474,0.035862690512119294
Covington/Maple Valley,2001,Prevalence of 4+-person household among Owners,0.0791262409079939,0.09717458635655242,0.06371428774859736
Delridge,2001,Prevalence of 4+-person household among Owners,0.057247573589357816,0.07069232957876216,0.04588084016931776
Des Moines/Normandy Park,2001,Prevalence of 4+-person household among Owners,0.05844635748520367,0.07215106072897773,0.04685537832718784
Downtown,2001,Prevalence of 4+-person household among Owners,0.003162713367488207,0.003960419042512359,0.0025059884954818593
East Federal Way,2001,Prevalence of 4+-person household among Owners,0.07948198851967142,0.09760024080955332,0.06401004599923354
Fairwood,2001,Prevalence of 4+-person household among Owners,0.07467903331886482,0.09181937495670947,0.06007263246463285
Fed Way-Central/Military Rd,2001,Prevalence of 4+-person household among Owners,0.0755111697499725,0.0928162589973724,0.06075792898458009
Fed Way-Dash Point/Woodmont,2001,Prevalence of 4+-person household among Owners,0.06796876478939387,0.08370652919232592,0.05460086328320585
Fremont/Greenlake,2001,Prevalence of 4+-person household among Owners,0.039149744180489846,0.04856292406321027,0.03125841335140884
Issaquah,2001,Prevalence of 4+-person household among Owners,0.05814674288354441,0.07178277263843222,0.0466117817128145
Kenmore/LFP,2001,Prevalence of 4+-person household among Owners,0.06341177201257621,0.07818102892832167,0.050889206594432086
Kent-East,2001,Prevalence of 4+-person household among Owners,0.08284167565582948,0.1016454778215635,0.06675835816329569
Kent-SE,2001,Prevalence of 4+-person household among Owners,0.07650001961775668,0.09401056775448864,0.06156455801446964
Kent-West,2001,Prevalence of 4+-person household among Owners,0.05698760595279478,0.07037252637768038,0.04567139633579139
Kirkland,2001,Prevalence of 4+-person household among Owners,0.0479644754186572,0.059365204633834545,0.03836622332034395
Kirkland North,2001,Prevalence of 4+-person household among Owners,0.06496760885830316,0.08006874712426505,0.05215516160620843
Mercer Isle/Pt Cities,2001,Prevalence of 4+-person household among Owners,0.07177050322603412,0.08830179780464875,0.057701508887993296
NE Seattle,2001,Prevalence of 4+-person household among Owners,0.05215305673400239,0.06448306729381482,0.041754956226543904
Newcastle/Four Creeks,2001,Prevalence of 4+-person household among Owners,0.06693546776478544,0.08245261216118319,0.05375990190353554
North Highline,2001,Prevalence of 4+-person household among Owners,0.06557907767443298,0.0808103336117037,0.052652825556606594
North Seattle,2001,Prevalence of 4+-person household among Owners,0.04334473615801644,0.053712079240848365,0.03463597803124915
NW Seattle,2001,Prevalence of 4+-person household among Owners,0.03942123981582715,0.04889879076864991,0.03147556232884071
QA/Magnolia,2001,Prevalence of 4+-person household among Owners,0.03391228972948206,0.04212463792836176,0.027050550369841043
Redmond,2001,Prevalence of 4+-person household among Owners,0.06181617502048304,0.07624336615105858,0.04959160715821242
Renton-East,2001,Prevalence of 4+-person household among Owners,0.06302038528444287,0.07770542459266515,0.050574804161559565
Renton-North,2001,Prevalence of 4+-person household among Owners,0.05119123150700985,0.06331086149807676,0.04097622998281433
Renton-South,2001,Prevalence of 4+-person household among Owners,0.06319504254630429,0.07791890558792777,0.0507143239617063
Sammamish,2001,Prevalence of 4+-person household among Owners,0.08915699144483381,0.10921487117929489,0.07194809895166593
SE Seattle,2001,Prevalence of 4+-person household among Owners,0.06721639984471026,0.08279109355830003,0.05398610142788142
SeaTac/Tukwila,2001,Prevalence of 4+-person household among Owners,0.06296706661393824,0.07763804555547507,0.05052964203918406
Shoreline,2001,Prevalence of 4+-person household among Owners,0.05868318697543079,0.07244044143045983,0.04704538409005623
Snoqualmie/North Bend/Skykomish,2001,Prevalence of 4+-person household among Owners,0.0796690879869657,0.09782021615821586,0.06416211352126114
Vashon Island,2001,Prevalence of 4+-person household among Owners,0.0474472595690636,0.058736743536558125,0.037949333449047724
West Seattle,2001,Prevalence of 4+-person household among Owners,0.03892163006700367,0.04828408335818417,0.03107286144692168
Auburn-North,2002,Prevalence of 4+-person household among Owners,0.07051794147412635,0.08585694518649378,0.05762559246132069
Auburn-South,2002,Prevalence of 4+-person household among Owners,0.06750492741566086,0.08224976625442938,0.05513004276183712
Ballard,2002,Prevalence of 4+-person household among Owners,0.04088114039725979,0.050122660304989484,0.03321362096799951
Beacon/Gtown/S.Park,2002,Prevalence of 4+-person household among Owners,0.07611448832668649,0.09255848890406945,0.06228157815337005
Bear Creek/Carnation/Duvall,2002,Prevalence of 4+-person household among Owners,0.09013312619878687,0.10923298993575056,0.0739399887304652
Bellevue-Central,2002,Prevalence of 4+-person household among Owners,0.04789002922633141,0.05862014671385673,0.03896164942986929
Bellevue-NE,2002,Prevalence of 4+-person household among Owners,0.06284726800251417,0.0766559269509223,0.05128109142761489
Bellevue-South,2002,Prevalence of 4+-person household among Owners,0.07703722597547315,0.09365100172244094,0.06303926340751007
Bellevue-West,2002,Prevalence of 4+-person household among Owners,0.04969347639809827,0.060799523607336176,0.04044188044851397
Black Diamond/Enumclaw/SE County,2002,Prevalence of 4+-person household among Owners,0.07373232901445255,0.08970458401628002,0.06029034236473081
Bothell/Woodinville,2002,Prevalence of 4+-person household among Owners,0.06616697621425914,0.08064185900897951,0.05402121237226396
Burien,2002,Prevalence of 4+-person household among Owners,0.05751789802385908,0.07024542035477753,0.046882220799108434
Capitol Hill/E.lake,2002,Prevalence of 4+-person household among Owners,0.037383370197958815,0.045875621483821856,0.03035445893348937
Central Seattle,2002,Prevalence of 4+-person household among Owners,0.04507258864642395,0.055211087946400866,0.03665173458111612
Covington/Maple Valley,2002,Prevalence of 4+-person household among Owners,0.07948758977920584,0.09657499669480017,0.06507117933385075
Delridge,2002,Prevalence of 4+-person household among Owners,0.05751525845914434,0.07024136981557491,0.046878387875220216
Des Moines/Normandy Park,2002,Prevalence of 4+-person household among Owners,0.05871929523476679,0.07169210071396656,0.047872815351107566
Downtown,2002,Prevalence of 4+-person household among Owners,0.0031783571478265,0.003933115063216898,0.0025631865109267127
East Federal Way,2002,Prevalence of 4+-person household among Owners,0.0798448192878487,0.09700075800236713,0.06537121911102052
Fairwood,2002,Prevalence of 4+-person household among Owners,0.07502173020953087,0.09124720148198177,0.06135886674666423
Fed Way-Central/Military Rd,2002,Prevalence of 4+-person household among Owners,0.07585737545884556,0.09224277691311387,0.062054518800393546
Fed Way-Dash Point/Woodmont,2002,Prevalence of 4+-person household among Owners,0.06828294165139116,0.08318211480677548,0.05577560808600903
Fremont/Greenlake,2002,Prevalence of 4+-person household among Owners,0.03933634065151933,0.04824549319356994,0.03194896069437082
Issaquah,2002,Prevalence of 4+-person household among Owners,0.05841836863389535,0.07132657840067037,0.04762328061425807
Kenmore/LFP,2002,Prevalence of 4+-person household among Owners,0.06370632222807493,0.0776874174534539,0.05198893922743283
Kent-East,2002,Prevalence of 4+-person household among Owners,0.08321846031105275,0.10102148204991118,0.06817550115501249
Kent-SE,2002,Prevalence of 4+-person household among Owners,0.07685037882137653,0.09342799646011762,0.06287907165335675
Kent-West,2002,Prevalence of 4+-person household among Owners,0.05725414717680726,0.06992435622773702,0.04666364007385757
Kirkland,2002,Prevalence of 4+-person household among Owners,0.04819098132677079,0.058981667025947156,0.03920713992178985
Kirkland North,2002,Prevalence of 4+-person household among Owners,0.0652688834917228,0.07956364266764626,0.05328121895285683
Mercer Isle/Pt Cities,2002,Prevalence of 4+-person household among Owners,0.07210089490684103,0.08775080464097182,0.058939209748698776
NE Seattle,2002,Prevalence of 4+-person household among Owners,0.05239824555061163,0.0640690264107904,0.04266704960460643
Newcastle/Four Creeks,2002,Prevalence of 4+-person household among Owners,0.06724521234312716,0.08193544703912703,0.05491743855174065
North Highline,2002,Prevalence of 4+-person household among Owners,0.06588299643729693,0.08030125099068113,0.05378878297760205
North Seattle,2002,Prevalence of 4+-person household among Owners,0.04355041684527685,0.05336241288729638,0.03539866506486702
NW Seattle,2002,Prevalence of 4+-person household among Owners,0.03960907561559869,0.04857896642293844,0.0321710672146839
QA/Magnolia,2002,Prevalence of 4+-person household among Owners,0.034074810712323274,0.04184808962893181,0.027651009078603222
Redmond,2002,Prevalence of 4+-person household among Owners,0.062103794780470435,0.07576055471833254,0.05066484856603503
Renton-East,2002,Prevalence of 4+-person household among Owners,0.06331324471902158,0.07721617391827626,0.05166704433374544
Renton-North,2002,Prevalence of 4+-person household among Owners,0.05143214212610455,0.06290374926455058,0.04187199133530688
Renton-South,2002,Prevalence of 4+-person household among Owners,0.0634886585705879,0.0774270706038777,0.051810289344862454
Sammamish,2002,Prevalence of 4+-person household among Owners,0.08955968899258754,0.10855285467211613,0.07346432373042995
SE Seattle,2002,Prevalence of 4+-person household among Owners,0.06752735976387118,0.08227175682281972,0.05514803857130717
SeaTac/Tukwila,2002,Prevalence of 4+-person household among Owners,0.06325969737586334,0.0771484201974762,0.051621157915442945
Shoreline,2002,Prevalence of 4+-person household among Owners,0.05895715834401705,0.07197912311136138,0.04806728552376627
Snoqualmie/North Bend/Skykomish,2002,Prevalence of 4+-person household among Owners,0.08003269970075018,0.09721940018321706,0.06552576021400527
Vashon Island,2002,Prevalence of 4+-person household among Owners,0.04767143656704522,0.05835721515366651,0.03878178652723075
West Seattle,2002,Prevalence of 4+-person household among Owners,0.03910718327183542,0.047967962191923896,0.03175956199242286
Auburn-North,2003,Prevalence of 4+-person household among Owners,0.07024299569562953,0.08716642983572236,0.055933249230896244
Auburn-South,2003,Prevalence of 4+-person household among Owners,0.06724086058937705,0.0835110234823363,0.05350533155073992
Ballard,2003,Prevalence of 4+-person household among Owners,0.04071666061912082,0.05091916987196311,0.0322125468450528
Beacon/Gtown/S.Park,2003,Prevalence of 4+-person household among Owners,0.07581947006416319,0.09395913436168814,0.06046044112183638
Bear Creek/Carnation/Duvall,2003,Prevalence of 4+-person household among Owners,0.08978910029703256,0.11085540614500591,0.07180529601177324
Bellevue-Central,2003,Prevalence of 4+-person household among Owners,0.0476987604369361,0.05954348368563773,0.03779382714170165
Bellevue-NE,2003,Prevalence of 4+-person household among Owners,0.06260021035948868,0.07783856900886012,0.04976408550819694
Bellevue-South,2003,Prevalence of 4+-person household among Owners,0.07673894260714369,0.09506580519988578,0.061198861047852895
Bellevue-West,2003,Prevalence of 4+-person household among Owners,0.04949538381498362,0.061755064194440434,0.03923166764729756
Black Diamond/Enumclaw/SE County,2003,Prevalence of 4+-person household among Owners,0.07344582499280042,0.09106765934650839,0.05852395809183791
Bothell/Woodinville,2003,Prevalence of 4+-person household among Owners,0.06590777928643794,0.08188020382289858,0.052427816254323995
Burien,2003,Prevalence of 4+-person household among Owners,0.05729049619384738,0.07133720325624421,0.045488719693743906
Capitol Hill/E.lake,2003,Prevalence of 4+-person household among Owners,0.0372324127648918,0.04660866497719726,0.02943611251512478
Central Seattle,2003,Prevalence of 4+-person household among Owners,0.04489202822452514,0.0560844347268146,0.0355499603250031
Covington/Maple Valley,2003,Prevalence of 4+-person household among Owners,0.07918063588407467,0.09803072020965885,0.06317458114140051
Delridge,2003,Prevalence of 4+-person household among Owners,0.05728786224277486,0.0713331804728738,0.04548505885694816
Des Moines/Normandy Park,2003,Prevalence of 4+-person household among Owners,0.05848745237417414,0.0728043715501479,0.04645150354811107
Downtown,2003,Prevalence of 4+-person household among Owners,0.0031650672666320295,0.003998900776861301,0.002483428434974308
East Federal Way,2003,Prevalence of 4+-person household among Owners,0.07953662440038416,0.09846012350863359,0.06346781866422373
Fairwood,2003,Prevalence of 4+-person household among Owners,0.07473061529390404,0.09263275316003002,0.05956201697361721
Fed Way-Central/Military Rd,2003,Prevalence of 4+-person household among Owners,0.07556328751626622,0.09363764687047454,0.06024165622483364
Fed Way-Dash Point/Woodmont,2003,Prevalence of 4+-person household among Owners,0.06801605277215593,0.0844550080659775,0.05413394357946864
Fremont/Greenlake,2003,Prevalence of 4+-person household among Owners,0.03917782411759766,0.049014153751774765,0.030984606200973847
Issaquah,2003,Prevalence of 4+-person household among Owners,0.05818763073970311,0.07243278478624487,0.0462099201474468
Kenmore/LFP,2003,Prevalence of 4+-person household among Owners,0.06345610819716717,0.07888419736790053,0.05045235219181479
Kent-East,2003,Prevalence of 4+-person household among Owners,0.08289839733477142,0.1025364438526553,0.06619471276659725
Kent-SE,2003,Prevalence of 4+-person household among Owners,0.076552761890159,0.09484168615278317,0.061041891149172106
Kent-West,2003,Prevalence of 4+-person household among Owners,0.05702772901091665,0.07101080055046417,0.045277261890468996
Kirkland,2003,Prevalence of 4+-person household among Owners,0.04799857658065254,0.05991014377540957,0.03803264767053923
Kirkland North,2003,Prevalence of 4+-person household among Owners,0.06501297190363146,0.08078765042502871,0.05170800628051003
Mercer Isle/Pt Cities,2003,Prevalence of 4+-person household among Owners,0.07182023542329193,0.08908773680581274,0.05720955109536913
NE Seattle,2003,Prevalence of 4+-person household among Owners,0.05218995576415281,0.06507205905378956,0.04139310222547572
Newcastle/Four Creeks,2003,Prevalence of 4+-person household among Owners,0.06698210777095863,0.08319118389300724,0.05329970156073341
North Highline,2003,Prevalence of 4+-person household among Owners,0.06562482562082958,0.08153525303280336,0.05220167920448653
North Seattle,2003,Prevalence of 4+-person household among Owners,0.04337569207825663,0.05420792416868657,0.03433377125246575
NW Seattle,2003,Prevalence of 4+-person household among Owners,0.039449506921975096,0.04935264691132282,0.03120000479618965
QA/Magnolia,2003,Prevalence of 4+-person household among Owners,0.03393673921490804,0.04251934631099138,0.026812420748447863
Redmond,2003,Prevalence of 4+-person household among Owners,0.061859471262941154,0.07693056986908486,0.04916533145537973
Renton-East,2003,Prevalence of 4+-person household among Owners,0.06306446815496375,0.0784051042858894,0.05014037598020874
Renton-North,2003,Prevalence of 4+-person household among Owners,0.051227490437143544,0.06388967512154811,0.04062089882925791
Renton-South,2003,Prevalence of 4+-person household among Owners,0.0632392376848569,0.0786201667197321,0.050278891223370016
Sammamish,2003,Prevalence of 4+-person household among Owners,0.08921761972574398,0.11016440977547641,0.07134371740786719
SE Seattle,2003,Prevalence of 4+-person household among Owners,0.0672632225251347,0.08353198097504105,0.05352421880118258
SeaTac/Tukwila,2003,Prevalence of 4+-person household among Owners,0.06301111704715985,0.07833708678629597,0.05009562665530693
Shoreline,2003,Prevalence of 4+-person household among Owners,0.05872442119005986,0.07309583632545624,0.0466400412046413
Snoqualmie/North Bend/Skykomish,2003,Prevalence of 4+-person household among Owners,0.07972383106050947,0.09868166205815543,0.06361866504023256
Vashon Island,2003,Prevalence of 4+-person household among Owners,0.04748099625430819,0.05927634450161721,0.037619241210357916
West Seattle,2003,Prevalence of 4+-person household among Owners,0.03894955657637149,0.048732403939297925,0.030800739560000328
Auburn-North,2004,Prevalence of 4+-person household among Owners,0.0704398776564865,0.08635541653722434,0.057180457280955714
Auburn-South,2004,Prevalence of 4+-person household among Owners,0.0674299591356183,0.08272901866262695,0.05470307132875212
Ballard,2004,Prevalence of 4+-person household among Owners,0.040834437221682736,0.050425068115462775,0.032950500845074775
Beacon/Gtown/S.Park,2004,Prevalence of 4+-person household among Owners,0.07603072358092743,0.09309353836844267,0.06180223223324663
Bear Creek/Carnation/Duvall,2004,Prevalence of 4+-person household among Owners,0.09003545265561375,0.10985074037251968,0.07337877729188115
Bellevue-Central,2004,Prevalence of 4+-person household among Owners,0.04783572324088303,0.05897063245842925,0.03865478705946587
Bellevue-NE,2004,Prevalence of 4+-person household among Owners,0.06277712043053058,0.07710563536744994,0.050882282592872544
Bellevue-South,2004,Prevalence of 4+-person household among Owners,0.07695254060648761,0.09419064261489858,0.06255493805226423
Bellevue-West,2004,Prevalence of 4+-person household among Owners,0.04963723376159206,0.06116212828722614,0.04012391667095042
Black Diamond/Enumclaw/SE County,2004,Prevalence of 4+-person household among Owners,0.07365098993629866,0.09022319875326801,0.05982591894102349
Bothell/Woodinville,2004,Prevalence of 4+-person household among Owners,0.06609338882657637,0.0811122973537225,0.05360245940485772
Burien,2004,Prevalence of 4+-person household among Owners,0.05745333524657268,0.07066021454703948,0.04651597127882117
Capitol Hill/E.lake,2004,Prevalence of 4+-person household among Owners,0.0373405046046042,0.0461541128180644,0.030113076000590735
Central Seattle,2004,Prevalence of 4+-person household among Owners,0.04502131671265559,0.05554280767735269,0.03636220199218819
Covington/Maple Valley,2004,Prevalence of 4+-person household among Owners,0.07940044590734396,0.09712927741439006,0.06457244310410601
Delridge,2004,Prevalence of 4+-person household among Owners,0.05745069649364511,0.07065590491275577,0.046512269137212896
Des Moines/Normandy Park,2004,Prevalence of 4+-person household among Owners,0.05865347948284671,0.07211478814362227,0.04749921911912238
Downtown,2004,Prevalence of 4+-person household among Owners,0.0031745831673319854,0.003957980625630302,0.0025422407787483647
East Federal Way,2004,Prevalence of 4+-person household among Owners,0.07975731771938466,0.09755754733568227,0.06487020226031516
Fairwood,2004,Prevalence of 4+-person household among Owners,0.07493908376554419,0.09177370403396246,0.060886750646185005
Fed Way-Central/Military Rd,2004,Prevalence of 4+-person household among Owners,0.07577388207731925,0.09277449705869378,0.061577382731043094
Fed Way-Dash Point/Woodmont,2004,Prevalence of 4+-person household among Owners,0.06820716951064523,0.0836665979309945,0.05534385048066561
Fremont/Greenlake,2004,Prevalence of 4+-person household among Owners,0.03929132981902191,0.0485372090228008,0.03169554262834731
Issaquah,2004,Prevalence of 4+-person household among Owners,0.05835285924918127,0.07174709316419835,0.04725164208155416
Kenmore/LFP,2004,Prevalence of 4+-person household among Owners,0.06363528495844437,0.07814234130824037,0.05158502420932539
Kent-East,2004,Prevalence of 4+-person household among Owners,0.08312759584066627,0.10159838351824851,0.0676546444652633
Kent-SE,2004,Prevalence of 4+-person household among Owners,0.07676588640657028,0.09396595803226324,0.06239605801319873
Kent-West,2004,Prevalence of 4+-person household among Owners,0.05718986512283799,0.07033730330328003,0.04629912853911921
Kirkland,2004,Prevalence of 4+-person household among Owners,0.048136341646770296,0.05933403827578468,0.03889850060402036
Kirkland North,2004,Prevalence of 4+-person household among Owners,0.06519622285670601,0.08002871925629583,0.05286782044233721
Mercer Isle/Pt Cities,2004,Prevalence of 4+-person household among Owners,0.07202121495797668,0.08825925191042198,0.058484618013046184
NE Seattle,2004,Prevalence of 4+-person household among Owners,0.05233910544137284,0.06444992507441823,0.04233229476603186
Newcastle/Four Creeks,2004,Prevalence of 4+-person household among Owners,0.06717051136124447,0.08241347926314409,0.05449195019621146
North Highline,2004,Prevalence of 4+-person household among Owners,0.06580969788194282,0.08077026703302481,0.053371678190932366
North Seattle,2004,Prevalence of 4+-person household among Owners,0.04350080913857808,0.053683128766002605,0.03511886097288316
NW Seattle,2004,Prevalence of 4+-person household among Owners,0.03956376857096423,0.0488724690133241,0.031915893939427446
QA/Magnolia,2004,Prevalence of 4+-person household among Owners,0.03403559575582843,0.04210326998151951,0.0274305134165546
Redmond,2004,Prevalence of 4+-person household among Owners,0.06203443949537457,0.07620508664922174,0.05027076614104067
Renton-East,2004,Prevalence of 4+-person household among Owners,0.06324261355780207,0.07766894654920761,0.05126539781948562
Renton-North,2004,Prevalence of 4+-person household among Owners,0.05137403579884404,0.06327819797919187,0.04154318019668979
Renton-South,2004,Prevalence of 4+-person household among Owners,0.063417846074616,0.07788090192260948,0.05140762407173044
Sammamish,2004,Prevalence of 4+-person household among Owners,0.08946257900350073,0.10916764435835752,0.07290631256983816
SE Seattle,2004,Prevalence of 4+-person household among Owners,0.06745236151076413,0.08275117599390222,0.05472102387870699
SeaTac/Tukwila,2004,Prevalence of 4+-person household among Owners,0.06318912173072326,0.07760067809273158,0.05121998877533778
Shoreline,2004,Prevalence of 4+-person household among Owners,0.058891080524266726,0.07240314765693627,0.04769224645251564
Snoqualmie/North Bend/Skykomish,2004,Prevalence of 4+-person household among Owners,0.0799450131602407,0.09777696678071313,0.065023912558084
Vashon Island,2004,Prevalence of 4+-person household among Owners,0.047617366011097194,0.05870628380503966,0.038476207574995654
West Seattle,2004,Prevalence of 4+-person household among Owners,0.03906242815262309,0.048257818872209805,0.03150764573171398
Auburn-North,2005,Prevalence of 4+-person household among Owners,0.07029080975699128,0.08724629057100068,0.055944892604998374
Auburn-South,2005,Prevalence of 4+-person household among Owners,0.06728679348090907,0.08358795220942247,0.05351646211207777
Ballard,2005,Prevalence of 4+-person household among Owners,0.040745265165441254,0.05096782659519823,0.03221935016640304
Beacon/Gtown/S.Park,2005,Prevalence of 4+-person household among Owners,0.07587078199375506,0.09404463671364939,0.060472858226783284
Bear Creek/Carnation/Duvall,2005,Prevalence of 4+-person household among Owners,0.08984893309423815,0.11095445050637306,0.07181991330512286
Bellevue-Central,2005,Prevalence of 4+-person household among Owners,0.04773202604049273,0.059599858314141684,0.03780176249772582
Bellevue-NE,2005,Prevalence of 4+-person household among Owners,0.06264317280105673,0.07791072540425825,0.04977444962911977
Bellevue-South,2005,Prevalence of 4+-person household among Owners,0.07679082612941075,0.0951522016624032,0.061211483293790815
Bellevue-West,2005,Prevalence of 4+-person household among Owners,0.04952983772217627,0.061813397328738924,0.039239911505663805
